0,syn_mean,literally,speak,syno_lower_mean,attitude,index,sensitivity,disgust_mood,hashtag,hashtag,introspection,introspection,polarities,temper,temper,fear_mood,Questioning,Change_direction,Mental_property,Taking,Measure_volume,anniversary,cool,cool,die,die,directorate,lust,face,game,game,jumping,Aggregate,text,text
1,0.19546436285097193,0,0,0.25622171945701355,-0.090875,233,-0.235,1,1,0,-0.11375,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,apparently people think ice cream tims...??? sincetoday sorrylittlelady,0
1,0.3235813862163755,0,0,0.4097079391197038,0.0,234,0.22663636363636364,0,1,0,0.14881818181818182,0,2,0.07163636363636364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,shoutout throwing first ever perfect game new perfect game complex gogamecocks,0
1,0.020601428808772217,0,0,0.045422902888966235,-0.006153846153846154,235,0.007923076923076923,0,1,0,0.0,0,2,0.012923076923076924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,im room via irc yet onceagain ops whyisthat ?? jtv tonight ?? ttwitchtv,0
0,0.09132983647022526,0,0,0.09502262443438914,0.004714285714285714,236,0.09914285714285713,0,0,0,0.12442857142857143,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nearly mown crosswalk van emblazoned safety solutions!,0
0,0.10799136069114472,0,0,0.07126696832579184,0.1794,237,0.2638,0,1,0,0.1966,0,2,0.003999999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tibetans seeking autonomy within china strive rightful national independence truetibet,0
1,0.1468682505399568,0,0,0.25339366515837103,0.31966666666666665,238,0.0,0,0,0,0.006333333333333339,0,0,-0.27999999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sketchy people favorite,0
0,0.07487401007919368,1,0,0.11481900452488687,0.102,239,-0.027499999999999997,0,1,0,0.006666666666666664,0,0,0.012666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,toad game?! oh gosh please tell thats joke. literally waiting years. thrilled,0
0,0.23758099352051834,0,0,0.2748868778280543,0.0,240,0.09,0,1,0,0.10700000000000001,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,homeless man pays coffee. small business owner slovenia. bittersweet coffee,0
0,0.25867107102020076,0,0,0.4004524886877828,0.13829411764705882,241,0.037882352941176464,0,0,0,0.04311764705882353,0,2,0.039117647058823535,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,teaspoon full clay helps medicine go down? ok exactly mary poppins would say might crazy enough try,0
1,0.5032397408207343,0,0,0.5149886877828054,0.0,242,0.0,0,1,0,0.015,0,2,0.006500000000000006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,running time hope cp3 stop westbrook soon. istillloverussbutcomeon,0
0,0.04427645788336934,0,0,0.14168552036199095,0.0,243,0.224,0,1,0,0.22562500000000002,0,2,0.096625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wow great pic. rt guy. next forecast. kare11,0
0,0.3100551955843533,1,0,0.3476621417797888,-0.012222222222222223,244,-0.072,1,0,0,-0.10888888888888888,0,0,0.04033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,literally stresses much good music still haven’t listened to.,0
1,0.13606911447084233,0,0,0.14592760180995473,0.0,245,-0.09125,0,1,0,-0.10875,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mr hewson definitely one ask selling policy australianagenda,0
0,0.09887209023278139,0,0,0.10633484162895927,0.0,246,0.0,0,1,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,two radio stations displayed next itunes radio today. yeaiwentthere,0
1,0.23990696128925074,0,0,0.2882004872955099,-0.03461538461538462,247,0.05930769230769231,1,0,0,0.12592307692307692,0,2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,signing news. sign brit d-man zach sullivan coming season. damn new eihl rules!,0
0,0.22148046338111135,0,0,0.27396133278486223,0.0,248,0.06718181818181818,0,1,0,0.1958181818181818,0,2,-0.05181818181818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,would like thank father signing race first weekend summer ha ha,0
0,0.3455723542116631,0,0,0.44457013574660637,0.054400000000000004,249,0.0811,0,0,0,0.10710000000000001,0,2,-0.059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,actually study therapeutic effects intercessory prayer 2006 says get dead.,0
1,0.11601357605677261,0,0,0.11926308985132514,0.018714285714285715,250,-0.15714285714285717,0,1,0,-0.10428571428571429,0,0,-0.012857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flea describes relationship literal sense parasitic. vizpoem,0
0,0.2698122611729524,0,1,0.3821789070657849,-0.024615384615384615,251,0.14946153846153848,0,0,0,0.2293076923076923,0,2,0.0783846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hes somewhat back radar speak. got taste cl semi-final again. joses faith him.,0
0,0.16846652267818576,2,0,0.24095022624434387,-0.08499999999999999,252,0.011,1,0,0,0.09,0,2,0.0887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,haha! literally cant believe jim one hair lunch. literally crying,0
0,0.21166306695464362,0,0,0.3020361990950226,-0.008,253,0.009600000000000001,1,1,0,0.083,0,2,0.07039999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seen ♟ com ✎ since. extroversive ♝ follow ❈ charcoal,0
1,0.24136069114470846,0,0,0.26894796380090497,0.0936875,254,0.0493125,0,1,0,0.132875,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,based experience yall im sure nc dem party stuff together take ole thommy boy sike yeahright,0
1,0.32325413966882655,0,0,0.6040723981900452,-0.01,255,0.1745,0,1,0,0.03099999999999999,0,2,-0.12125000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,wow ! dont fucking love twitter ! best fucking place ....not !,0
0,0.34125269978401734,1,0,0.4216628959276018,0.084,256,0.141625,0,0,0,0.015625,0,2,-0.059625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sex good develop amnesia week literally fucked brains,0
0,0.24896917337522087,1,0,0.2955573837926779,-0.02909090909090909,257,0.13245454545454546,0,0,0,0.20345454545454544,0,2,0.06081818181818182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,happy birthday bro ive known literally life lol good one dude.,0
1,0.5788336933045356,0,0,0.5753567699269057,0.07015384615384615,258,-0.10661538461538461,1,1,0,0.02969230769230769,0,0,0.05046153846153846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,feeling mild hangover myself. luckily ive take 5yo party soft play place tranquil,0
0,0.03579142240049368,0,0,0.16289592760180993,0.0,259,0.10885714285714286,0,1,0,0.12814285714285714,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,. love heat. lebron best. warriors2015 hibbert4prez,0
0,0.055075593952483806,0,0,0.022907239819004523,0.112625,260,-0.019000000000000003,0,1,0,-0.10125,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,today lesson irony pjnet crickets senator elected.. why?,0
1,0.23806095512359013,0,0,0.4494720965309201,0.0,261,0.18466666666666665,0,1,0,0.29188888888888886,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,hahaha love getting notified awards twitter account! howdtheydothat!? hackedbybju,0
1,0.22709040419623575,0,0,0.35681965093729795,0.13242857142857142,262,0.35728571428571426,0,0,0,0.25671428571428573,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,love fact one family ever replies texts,0
0,0.28365730741540685,0,1,0.30147058823529416,-0.023333333333333334,263,-0.05399999999999999,1,0,0,-0.08166666666666667,0,0,0.03025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mouse laid table speak. phone all. hung good terms chewing told me.,0
0,0.0892728581713463,0,0,0.251131221719457,0.0424,264,-0.05333333333333334,0,0,0,-0.16999999999999998,0,0,-0.112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,polyn always says like cuss. really? dont fucking cuss lot. sometimes. im anxious. fucking fumed.,0
1,0.5716342692584594,0,0,0.6351809954751131,0.014,265,0.0,0,1,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f drive gym get car start throwing football around right front? youresocooldude,0
1,0.39940189400232606,0,0,0.4317786286112078,0.07123076923076924,266,0.01123076923076924,0,0,0,0.023230769230769235,0,2,0.06615384615384616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,youre cute youre smart brick wall youre bad bitch try hard make be.,0
1,0.3011416229558779,0,0,0.5943762120232708,0.0,267,0.24457142857142858,0,0,0,0.2618571428571429,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,said love darkskin avi showing it. big,0
1,0.5109534094415304,0,0,0.514382676147382,0.05442857142857143,268,0.09564285714285714,0,1,0,0.14764285714285713,0,2,-0.07978571428571428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pat good austrian lead cut 49-7 less 2 minutes remaining. could still interesting fec14,0
1,0.3714902807775378,0,0,0.4309954751131222,0.0922,269,0.09,0,1,0,0.16040000000000001,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,joe nathan finna blow game tigers give another walk-off. thanks!,0
1,0.10007199424046077,0,0,0.1770361990950226,-0.011583333333333334,270,0.019000000000000003,1,1,0,0.1265,0,2,-0.0025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,education governments responsibility blame others it. sindh balochistan fail enroll children 1110656,0
1,0.18674198371822565,0,0,0.3351896971806474,0.0,271,-0.12538461538461537,0,1,0,-0.12846153846153846,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1 way2stop obamas f up! impeach.show terrorist consequences 4 going policy dealing terrorist!,0
0,0.21166306695464362,1,0,0.24490950226244343,0.06824999999999999,272,0.0615,0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,literally boys ever called beautiful pretty id die. like id much confident.,0
1,0.14254859611231102,0,0,0.1510180995475113,0.029199999999999997,273,0.027600000000000003,0,1,0,0.0385,0,2,0.0217,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,herh soo yu dey...herh u dowg oow....de way dun miss yu eer irony....hope errone nd errfin cool nd good home..tg,0
0,0.3628509719222463,1,0,0.5399698340874811,0.0,274,0.0,0,0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,literally two games waiting most. get still pretty cool.,0
1,0.1900647948164147,1,0,0.20531674208144796,0.0,275,0.0,0,1,0,0.03666666666666667,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,holiday releasing game youve waiting also toys literally print us money. nintendoe3,0
0,0.5788336933045356,1,0,0.9218428630193336,0.07972727272727273,276,0.09290909090909091,0,0,0,0.0,0,2,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,summer literally basketball got 4 years get good enough go d1,0
0,0.13822894168466524,0,0,0.09502262443438914,0.0,277,0.09,0,1,0,0.18,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoped much proud season. thank,0
1,0.4592124937697292,0,0,0.49965193177862866,0.0,278,0.0,0,1,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,woman worries future gets husband. man never worries future gets wife worries life,0
1,0.2897491277620868,0,0,0.3378002088409328,0.0,279,0.13846153846153847,0,1,0,0.13846153846153847,0,2,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,american office holding us back mad night walsham.. wooo! walsham kack americanoffice awesome,0
1,0.388768898488121,0,0,0.5294117647058824,0.0,280,0.1524,0,0,0,0.1794,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,love people dont text back,1
0,0.224622030237581,0,0,0.22058823529411764,-0.011,281,0.11220000000000001,0,1,0,0.17309999999999998,0,2,0.1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,apparently football tonight!!!! amazeballs good job copious amounts pinot fridge....jeeeeeez,0
1,0.3988480921526279,0,0,0.5192307692307692,0.0029999999999999996,282,0.0,0,1,0,0.2285,0,2,-0.016666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,take stayed alcohol weekend marcus haha,0
0,0.2598438278783851,0,0,0.3221371388792203,0.07176923076923078,283,0.06661538461538462,0,1,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,middleagedpoliticians considered teens applying part time jobs. managed personal life atleast 15 yrs,0
1,0.10367170626349893,0,0,0.14592760180995473,-0.005,284,-0.038,0,0,0,-0.034999999999999996,0,0,-0.013000000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. thats women right? scripts w male characters dick sizes?,0
1,0.04196235729713052,0,0,0.05138978668390433,-0.03,285,0.03671428571428571,0,0,0,-0.05699999999999999,0,0,0.04371428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,im sadden hear sutter happy guy. really!,0
0,0.06767458603311735,0,0,0.061085972850678724,0.0,286,0.026833333333333334,0,1,0,0.0165,0,2,0.014666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-pulled-pork-then bought thats next week tasty,0
0,0.1468682505399568,0,0,0.2020536025060912,0.06484615384615385,287,-0.02053846153846154,1,1,0,0.05815384615384615,0,2,0.06061538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,galatians 110 kjva persuade men god? seek please men? yet pleased men 12,0
1,0.23902087832973365,0,0,0.2828054298642534,0.06193333333333333,288,0.024599999999999993,0,1,0,0.1286,0,2,0.0015333333333333347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro tip build muscles fast dragging around three suitcases various sizes. biceps thank you! travel,0
1,0.5631258590221874,0,0,0.6904566022213081,0.0,289,0.0,0,1,0,0.010909090909090908,0,0,-0.07636363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,annoyed right now. thought following noticed said role playing account. funny,0
1,0.4972402207823375,1,0,0.45324283559577677,-0.012222222222222223,290,0.035777777777777776,0,0,0,0.0,0,2,0.04033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ever feel like youre good enough someone literally give,0
1,0.3628509719222463,0,0,0.47850678733031676,0.0,291,0.0,0,0,0,0.0,0,2,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,also looking job almost two months get offered two once.,0
0,0.15226781857451405,0,1,0.24773755656108595,0.0,292,0.3375,0,0,0,0.3375,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,didnt dog fight speak voted based entertainment value!,0
0,0.3844492440604752,0,0,0.5574095022624435,-0.015,293,0.2125,1,1,0,0.3295,0,2,-0.005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slept like proverbial big baby often called refreshed,0
1,0.20240666460968837,0,0,0.32288299935358755,0.13371428571428573,294,0.026000000000000006,0,0,0,-0.008999999999999992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,love people tweet cant reply text messages,1
0,0.2044636429085673,0,0,0.15384615384615383,0.0,295,0.04446666666666667,1,1,0,0.04513333333333334,0,2,0.01226666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fun fact day friend group consists many different kinds people different religions straight people immigrants,0
1,0.4600431965442765,0,0,0.6167986425339367,0.0,296,0.0,0,1,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,looking forward getting beaten eh!! pmsl probowler xxx,0
0,0.5229322830644136,1,0,0.689912163960607,0.0,297,-0.057058823529411766,1,0,0,-0.05764705882352941,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,year gone quickly literally feels like im still starting getting used sixth form last year 12 day,0
1,0.06911447084233263,0,0,0.07466063348416288,0.0616,298,0.11000000000000001,0,1,0,0.11400000000000002,0,2,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,newsflash youre club poppin bottles ultimatevodka bottles youre poppinbottles getyourlife,0
0,0.28823875908109176,1,0,0.36343068696009867,-0.010909090909090908,299,-0.0710909090909091,1,0,0,-0.08399999999999999,0,0,0.016636363636363637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pretty little liars comes tonight aka life starts again. literally us,0
0,0.5356371490280778,0,0,0.502262443438914,-0.018333333333333333,300,0.05366666666666667,0,0,0,0.0,0,2,0.0605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,girls always turn niqqaz good intentions,0
0,0.1468682505399568,0,0,0.1855203619909502,0.0,301,0.12000000000000001,0,0,0,0.12000000000000001,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,one more. god bless victims violence. santa barbara newtown every last one. one god bless,0
1,0.08403691341056353,0,0,0.12278897573015218,0.06809090909090909,302,0.06427272727272727,0,1,0,0.12272727272727274,0,2,0.02781818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tonight aishwarya fans must happy favorite sushmita sen cnwk ! truth,0
0,0.3196544276457884,0,0,0.2948717948717949,-0.03222222222222222,303,0.15733333333333333,0,1,0,0.15711111111111112,0,2,0.06544444444444444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,never believed pretty set standard perfection.. happy birthday audreyhepburn,0
1,0.7228221742260619,0,0,0.666289592760181,0.0,304,0.14866666666666667,0,0,0,0.15083333333333335,0,2,0.12883333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,great play scott brooks drew up.,0
1,0.20086393088552917,0,0,0.417420814479638,0.05725,305,0.11787500000000001,0,0,0,0.352125,0,2,0.010749999999999996,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sick dad prick me. excited spend weekend alabama,0
1,0.26565874730021605,0,0,0.8670814479638008,0.0,306,0.1905,0,0,0,0.029249999999999998,0,0,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,love one shit work.,0
0,0.14294129196936972,0,1,0.14747017688194158,0.018727272727272728,307,0.12072727272727274,0,0,0,0.08681818181818182,0,2,0.03509090909090909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dgri sells shovels goldrush speak marijuana industry. provide essential business view?id1…,0
1,0.060475161987041046,0,0,0.18713639301874593,0.0,308,0.10885714285714286,0,0,0,0.12814285714285714,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,id nalang! oh bulsu love thee. nnvlzqf3tf,0
0,0.6040316774658028,1,0,0.7483031674208145,-0.009166666666666667,309,0.026833333333333334,0,0,0,0.0,0,2,0.03025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good lad! im even whinging literally play minute get go bed! xxxx,0
1,0.4636429085673147,0,0,0.4645550527903469,-0.030000000000000002,310,0.058222222222222224,0,0,0,-0.012222222222222223,0,2,0.09955555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bit inside cheek bleeding.... good job alexia good job.,0
0,0.22030237580993522,0,1,0.21719457013574658,0.0,311,0.0834,0,0,0,0.0757,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,im coming fresh. idea whos on. itll fresh tin speak,0
1,0.29805615550755943,0,0,0.3919683257918552,-0.01,312,0.123875,0,0,0,0.11649999999999999,0,2,0.020375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,writing paper bird songs listening birds sing yard,0
0,0.4406047516198705,0,0,0.8891402714932126,0.0458,313,-0.32599999999999996,1,0,0,-0.188,0,0,0.0077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,said get lost instead fuck sick warped sense humour guess,0
1,0.14022262834357868,0,0,0.19422206752523494,0.0,314,0.06861538461538462,0,0,0,0.06961538461538462,0,2,0.05946153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oooo la la frogs legs snails totally yum -d great time joe x,0
0,0.13246940244780417,0,0,0.09502262443438914,0.0,315,0.060666666666666674,0,1,0,0.09377777777777778,0,2,-0.08555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impromptu dinner date yay! thursday night perk twerk xx,0
0,0.27645788336933047,0,0,0.38348416289592757,0.17,316,-0.2125,0,0,0,-0.2325,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,got it. rt mismanagement life simply mismanagement words.,0
0,0.2209194692995989,0,0,0.22107304460245636,-0.04592857142857143,317,-0.06857142857142857,0,1,0,0.06135714285714285,0,2,0.05914285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male reproductive system easy understand female one really difficult even though attached me. metaphor?,0
0,0.19726421886249101,0,0,0.16572398190045246,0.0,318,0.2314166666666667,0,1,0,0.29591666666666666,0,2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,many thanks mohantandoori restaurant birthday surprise ever stevenageoldtown give go. fab grub.,0
1,0.27645788336933047,0,0,0.3212669683257918,0.0,319,0.0,0,0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renteria rizzo ground 1st like that..,0
0,0.48626966985498316,0,1,0.5555914673561733,-0.015714285714285715,320,0.43171428571428566,0,0,0,0.38571428571428573,0,2,0.1147142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,yes good plan ahead beat crowd speak.,0
1,0.028077753779697626,0,0,0.13744343891402713,0.0,321,0.0,0,0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,im soooooo offended tweet!,0
0,0.2850971922246221,0,0,0.31221719457013575,0.0,322,0.0741,0,0,0,0.07089999999999999,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,know love? people call doctors bekaar bakwas eager become one.,0
0,0.21166306695464362,0,0,0.3431843891402715,0.0395,323,0.1380625,0,1,0,0.083875,0,2,0.10018750000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,happy friday! anyone see us channel 4 week? french collection 1.40 pm. twice good fun tvstars,0
1,0.40334773218142556,0,0,0.4895361990950226,-0.01625,324,0.071875,0,0,0,0.143375,0,2,0.0420625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bet know made flash back grin also think fondly past mich daily news m.e. class 98.,0
1,0.41468682505399573,0,0,0.6923076923076923,0.0,325,0.0,0,1,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,looks get im ava teenmom,0
1,0.562634989200864,0,0,0.7270927601809954,-0.02625,326,0.144625,0,1,0,0.202625,0,2,0.03825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy break rooms cast cafeterias sodexo food justlikehome,0
0,0.30525557955363575,1,0,0.33710407239819,0.04173333333333333,327,0.08586666666666667,0,0,0,0.0,0,2,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yeah youre good history dad literally got history award mr whelan thinks im bees knees,0
0,0.1996640268778498,0,1,0.19683257918552036,-0.014444444444444446,328,0.046000000000000006,0,0,0,-0.00666666666666666,0,2,0.018555555555555558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brothers forever room speak acting like causal friends forever.,0
0,0.38984881209503247,0,0,0.5404411764705882,-0.01375,329,0.04025,0,1,0,0.0,0,2,0.045375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,resolution12 going away 5 knowthat -keep good work.,0
1,0.3004559635229182,0,0,0.20814479638009048,0.0,330,0.1,0,0,0,0.1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,filling fell today... like dreamed would happen. whats next?,0
0,0.2512598992080634,1,0,0.2873303167420814,-0.1475,331,-0.08083333333333333,1,0,0,-0.08166666666666667,0,0,-0.08166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pretty little liars comes back tonight yes im literally screaming omg yas,0
1,0.3088552915766739,0,0,0.14592760180995473,0.0,332,0.0,0,0,0,0.45,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thanks laughing driving boy.,0
0,0.3942666404869429,0,0,0.4035376388317565,-0.11363636363636363,333,-0.17545454545454545,1,0,0,-0.16181818181818183,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wifi forces frame browser - makes impossible buy swa tickets minors.,0
1,0.4114470842332614,0,0,0.4301470588235294,0.0,334,0.18837500000000001,0,0,0,0.161375,0,2,0.02675000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kim making fun khloe sexy photo shoot husband.,0
0,0.21886249100071997,0,0,0.16289592760180993,0.0,335,0.0,0,0,0,-0.26,0,0,-0.27999999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skins problems solved,0
1,0.15550755939524838,0,0,0.12895927601809953,0.1026,336,-0.11599999999999999,0,0,0,-0.172,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cuz plead 5th doesnt mean,0
1,0.20086393088552917,0,0,0.21804298642533934,0.05475,337,0.040625,0,0,0,0.19724999999999998,0,2,0.062125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sure glad hawks let chocked like atl teams!,0
0,0.07487401007919368,0,0,0.09219457013574658,0.0,338,0.0,0,1,0,-0.0375,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mashawn sims ja iaintmadatcha weight loss bet...i won!!! 300!!! drinks not!!! givememymoney!!!,0
0,0.2224622030237581,0,0,0.24208144796380088,0.07024999999999999,339,-0.12424999999999999,0,0,0,0.14091666666666666,0,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ironic call delena rape culture klaine actually blaine attempt rape kurt tft.,0
0,0.3395912942349228,1,0,0.4500522102332057,-0.008461538461538461,340,0.1626153846153846,0,0,0,0.20807692307692308,0,2,0.0873846153846154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,guys literally new announcement every week haha. good see great band reaping rewards,0
0,0.16126709863210942,0,0,0.4230769230769231,0.0,341,0.0,0,0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whats happening ? lot like !!!!!!!!£!,0
